1.183991706760201268e-11,2.087942015463473133e-12,2.830373956042020467e-12,2.175277102542394481e-12
-1.932204179641572317e-12,3.021145182982576394e-12,1.224995257141647809e-12,1.344810113962369158e-12
9.929033290001498813e-12,1.657770708901606938e-12,5.305037225483699714e-12,6.874736890871702144e-12
5.790676098349489820e-12,5.312444494726120681e-12,1.572648782033336801e-11,1.829385948282080676e-11
7.642936305542191722e-13,2.953263068122824464e-12,4.919354420346300216e-12,3.330585807148622735e-12
3.262385153690594564e-12,4.956709521997115786e-12,2.288700262295662036e-12,5.074319436859653365e-12
-2.202024776713426557e-13,3.260725890685822748e-12,4.876313328822101667e-12,2.557802060432212699e-12
1.185279652204940248e-11,1.313780681466703015e-12,4.187091211943494429e-12,3.314278105431833765e-12
-6.580989225790645492e-12,3.957537422771828517e-12,3.521234085562818805e-12,5.231196877585053695e-13
-7.855114128596518697e-12,2.861198257486652352e-12,3.249000244190392017e-12,5.682904234000085708e-13
2.108384127008644526e-11,3.651350055644542181e-12,1.885854753608251499e-12,1.729356783643221096e-12
1.268751488418817797e-12,2.040618108517522344e-12,4.855325776847996266e-12,1.632803809693827990e-12
-5.198389461946728574e-12,2.234518126087436940e-12,4.171270533842585948e-12,1.381045885290310693e-12
1.718508148285113890e-11,1.755062349791114418e-12,3.659938671574103353e-12,2.372859504370938843e-12
6.142197427755347050e-12,4.101452684424078399e-12,7.304557132770117533e-12,2.143523206155073524e-12
2.686842068277961459e-11,4.014831436055521507e-12,6.723516058140810436e-13,2.658193543753073484e-12
2.192713892401609854e-11,2.467813496956350328e-12,3.833210224929439747e-12,6.017994262641490621e-12
6.924712973171986974e-12,1.981384674387687284e-12,3.674792241337154763e-12,5.132898012877307181e-12
1.994114422199100289e-11,1.821502801022112372e-12,3.541925867184270160e-12,3.181816572370155249e-12
6.639689232451617684e-12,1.135181467055990101e-12,4.760546123971920451e-12,5.424117318492127637e-12
-4.224663587709676094e-12,6.278872278879521485e-13,3.821352956290269276e-12,1.192871756233726543e-12
1.439966895722122331e-11,2.761230046693929907e-12,4.480743033552503363e-12,7.633067788948011412e-12
-6.764291817645817773e-12,4.952955363554667478e-13,4.228418396673427893e-12,3.090647854829542407e-13
-2.585381995295898960e-12,3.121609741529862703e-12,4.179121458613987983e-12,3.345077470226498484e-12
1.842891290959602912e-11,2.880277830477617762e-12,8.387956128286244706e-12,1.202065530447882225e-11
5.595282917547628188e-12,4.899100222721664011e-12,-9.537966120035101802e-13,6.119230989976021107e-12
7.087043625564337646e-12,4.037811751622655265e-12,1.009551036518230305e-11,1.292614626446919601e-11
1.958642124356979597e-13,2.336960486237771306e-12,8.315328460517523723e-12,5.521813041531320465e-12
4.919363527644549094e-12,5.542979703704320471e-12,8.716182289814078388e-12,1.642144753510876853e-11
1.175659309488041870e-11,2.224416397605954998e-12,5.017007208979462618e-12,1.212057971350377628e-11
8.614250805727419191e-12,3.301830813970396683e-12,8.452854735607751024e-12,1.388642933281003522e-11
8.474435563010640493e-12,6.844302685368730543e-13,4.215236232979480135e-12,3.309772811724287500e-12
2.064667664267161307e-12,4.820198060140334917e-12,1.084105461651718727e-11,1.570945803996970369e-11
4.524155301690452324e-13,1.671716150924984490e-12,3.374781357146083849e-12,1.204787571790211231e-12
-6.221433958286670673e-13,3.076605376711727402e-12,5.960318610193082733e-12,4.410311525704369018e-12
-8.721747282725011985e-13,4.052242048857568335e-12,7.553881999078360110e-12,7.448647601493441073e-12
