9.789577135044247314e-12,4.642803936444339641e-12,2.317461327006054006e-12,2.335587669446970160e-12
4.392808816353066526e-13,5.821314350701323193e-12,2.901349733380742535e-12,1.581628491370556944e-12
5.463048416420868136e-12,9.479819707003400708e-12,3.423379418485139603e-12,4.160392516605604385e-12
9.469320293165051083e-12,2.320580880232903098e-11,2.269066661994556533e-12,4.386693265578944789e-12
1.376358987718873106e-12,1.334295347821257138e-11,2.014855947016225279e-12,2.153424140394211150e-12
6.936508659127760268e-14,7.300124914288996791e-12,2.670829703232957542e-12,1.582749122736037961e-12
5.083942706922417454e-13,1.206014801913291024e-11,2.101145212679567109e-12,8.800697800723233932e-13
8.721576412462628269e-12,5.394381989709540193e-12,2.438203501944902207e-12,3.028011218500492596e-12
2.650427078330908071e-15,5.986524210382926370e-12,3.893603755383834297e-12,7.421450606837076691e-13
-1.157186434348755899e-12,6.732515586693743614e-12,2.617450310313240713e-12,7.483634480338896555e-13
1.725514869876931812e-11,7.561251104404309586e-12,3.357708208695520113e-12,2.281197800102496842e-12
1.643099068263098594e-12,1.398851260520084239e-11,1.768256114448307770e-12,1.650099328009968502e-12
-3.605132034914526606e-12,1.761491646989910009e-11,4.118298150418420178e-12,1.836756007705941940e-12
1.327471466083807172e-11,1.287501008584435169e-11,3.547454864583077239e-12,3.384463716227248398e-12
5.517533045035216688e-12,3.348576624317978201e-11,4.188970351148846305e-12,6.116655359295064542e-12
2.143134975041149914e-11,5.292139990120681148e-12,3.411806861336463825e-12,2.832243554268254471e-12
1.645454085485997808e-11,9.142364816583370413e-12,4.364187830563359682e-12,4.216219387509489991e-12
1.060205482433795865e-11,1.847222548534421804e-11,6.414149159722493110e-12,7.063341231350328542e-12
1.370671024597536203e-11,9.934642518361069818e-12,1.824246266199369693e-12,3.731172055349007977e-12
1.709830541041235108e-11,2.420779549039409062e-11,5.507859359571432023e-12,6.043406226841074869e-12
2.222610767307897639e-12,1.213119188436806439e-11,2.408712552331992995e-12,2.291397106779502479e-12
8.390293668170123453e-12,1.518063799665902991e-11,2.250548922569373111e-12,4.473218670475453962e-12
-2.238600201476953488e-13,1.681426699262633662e-11,2.229057433425496448e-12,1.893460865529106307e-12
1.191264534933234032e-12,1.297576456005256063e-11,3.024226702397214694e-12,2.898548371807474489e-12
1.193426173856648731e-11,1.719660525090205283e-11,2.165519066149590444e-12,4.876497643191424203e-12
3.584967609229772201e-12,9.734368693059547439e-12,5.416145830439145215e-12,1.076804877903070334e-11
2.520479051165702700e-12,1.955245340634625961e-11,2.838728384302324770e-12,4.300932440054472394e-12
-2.449567783856243519e-14,3.104252618846281564e-11,4.575609422602378018e-12,5.437814261377571512e-12
4.924275830847646418e-12,9.051781893476551488e-12,2.289447060752070051e-12,6.348280408297046762e-12
6.143422576210255670e-12,7.550998021299548668e-12,2.414391603311472068e-12,4.693215434337094649e-12
6.872496061821609104e-12,1.558193504780369665e-11,2.430564430278003840e-12,5.583110362916698932e-12
4.836755128356795552e-12,1.149384927512375754e-11,2.985001568839296127e-12,3.406718700540989353e-12
7.781782163096551130e-12,1.524743872827194480e-11,2.512922162023478734e-12,4.936420196222091050e-12
1.445116053731820838e-12,6.500766504963229053e-12,2.477204422493550773e-12,2.659862564577397670e-12
6.994348676625516958e-13,1.331956940575640402e-11,1.924397273478373194e-12,1.617869683709360906e-12
