7.354521180426287774e-13,-1.802656223078014097e-12,-6.778801695320191278e-13,-1.182420047290966281e-12
-1.594809527494245316e-11,-1.265871196927392806e-12,-3.013735094814506965e-12,-2.264217242517463369e-12
7.700847338282246213e-13,-2.623705289486744086e-12,1.408978077439837495e-12,-9.678698814630237734e-13
-1.879143325320131730e-12,-5.698774243299842279e-13,3.002882664748796060e-12,8.813831609000288836e-12
-4.848682219615874089e-12,-2.322473593649454493e-12,4.096007387432987201e-15,-9.666517803222363092e-13
-2.194539905700509941e-12,-5.635895396205459207e-13,-1.359058156812087415e-12,-1.376521726464963180e-12
-7.802821756774935835e-12,-2.346290913293747060e-12,3.956208190908361289e-13,-2.780555733578049526e-12
1.209526836326579868e-12,-3.077029516601603731e-12,2.136794430632193986e-13,-1.528202260916988742e-12
-2.047954167361254463e-11,-3.102454545437366429e-13,3.371500669792359961e-13,-3.189833813754816561e-12
-2.104545357428655450e-11,-5.089958944777539518e-13,1.378981564353898293e-13,-2.825621464239147507e-12
5.222300890339592883e-12,-7.839831756874249269e-13,-1.252377216688638217e-12,-2.838264345772500974e-12
-3.212956376646980416e-12,-2.449202516144333153e-12,1.762723539182331489e-12,-2.233130130466220997e-12
-1.905980408223317824e-11,-3.456708443788647500e-12,9.480095744876515518e-13,-3.181177760450126790e-12
2.960608321000979259e-12,-2.335526520444441978e-12,2.968474261972470218e-13,-1.811064644606508178e-12
-6.556662331125284737e-12,-6.529338701655174049e-12,-3.880580210467721169e-13,-4.133911529063949430e-12
7.127111401050711947e-12,-6.839170614385270408e-13,-2.845351124852735225e-12,-1.665457485464094667e-12
2.723697569567695709e-12,-3.589126175082557602e-12,-2.931025214203408780e-12,4.927362771273147146e-13
-8.990997182878324168e-12,-9.192315311712384585e-12,-5.724754871538895173e-12,-4.557375744146385799e-12
4.074385360347543283e-12,-2.090701309992448742e-12,-4.748690047955139715e-13,-6.139743661398577856e-13
-5.312200332396876945e-12,-8.880402489752636797e-12,-2.610393455212967062e-12,-3.773657167999155959e-12
-1.122951211185441167e-11,-2.466783288052054601e-12,8.728296405947910674e-13,-1.563624121674045409e-12
2.298318870289084437e-12,-2.400335572666500994e-12,-9.544099451724852301e-13,2.095440357688382882e-12
-1.809562569232703311e-11,-2.948992829446273056e-12,1.663368986819235840e-12,-2.472113876453296832e-12
-1.182369913782510551e-11,-1.856414327816580112e-12,-8.352843156728129159e-13,-4.485677508690028015e-13
3.622689388055322368e-12,-1.627260283985909606e-12,5.530306030829268416e-13,4.773571728872161302e-12
-5.479541299868717630e-12,-6.653017546598416487e-12,-8.350739370832638286e-12,-2.978359963171084424e-12
-1.007135130501324305e-12,-1.018792255419453952e-12,-2.494376504392353811e-14,5.732215483528202427e-12
-5.487530135156459821e-12,-4.253912760238121038e-12,1.726375336089103207e-12,-2.516252180576050712e-12
-2.566479580939917682e-12,8.513856124010149573e-14,5.294213418355342426e-13,3.690867056427293846e-12
